author,statement,source,date,target,Label
Ciara O'Rourke,Video shows Rep. Alexandria Ocasio-Cortez crying after “Ted Cruz gets up and humiliates her to her face.”,Facebook posts,"January 26, 2023",false,0
Samantha Putterman,The sinking of the Titanic was orchestrated by the Rothschilds and J.P. Morgan to kill prominent businessmen who opposed the creation of the Federal Reserve.,Instagram posts,"January 26, 2023",pants-fire,0
Jeff Cercone,"In California, there were “10 million mail ballots unaccounted for” in the November midterm election.",Public Interest Legal Foundation,"January 26, 2023",false,0
Tom Kertscher,"People not vaccinated against COVID-19 “came out the best.""",Scott Adams,"January 26, 2023",false,0
Loreben Tuquero,Electrically charged stones discovered in Congo.,Instagram posts,"January 26, 2023",false,0
Jeff Cercone,"Sen. Josh Hawley told professor, “I will not use your pronouns.”",Facebook posts,"January 26, 2023",pants-fire,0
Ciara O'Rourke,“Andrew Tate officially gets sentenced to 15 years in prison! (Found guilty).”,Facebook posts,"January 25, 2023",false,0
Louis Jacobson,"“One quarter” of today’s $31.4 trillion federal debt “was accumulated in the four years of my predecessor,” Donald Trump.",Joe Biden,"January 25, 2023",half-true,0
Ciara O'Rourke,“Putin destroys adrenochrome lab in Ukraine.”,Bloggers,"January 25, 2023",pants-fire,0
Samantha Putterman,“Chickens aren’t laying eggs because RNA is being added to commercial chicken feed.”,TikTok posts,"January 25, 2023",false,0
Ciara O'Rourke,Polio wasn’t eradicated in the United States by a vaccine.,Instagram posts,"January 25, 2023",false,0
Ciara O'Rourke,Christine Grady “is the head of NIH.”,Instagram posts,"January 25, 2023",false,0
Maria Ramirez,“The USA has a gun homicide rate 26 times higher than our peers.”,Gavin Newsom,"• January 25,",mostly-true,0
Sara Swann,The U.S. chicken and egg shortage is linked to Bill Gates.,Instagram posts,"January 25, 2023",false,0
Laura Schulte,“Let’s be clear: ‘drag shows’ are strip shows.”,Scott Walker,"January 25, 2023",false,0
Warren Fiske,Virginia tax receipts “in just the last four years alone have grown 50%.”,Glenn Youngkin,"January 25, 2023",mostly-true,0
Ciara O'Rourke,Sudden arrhythmic death syndrome and “stroke season” didn’t exist before the COVID-19 pandemic.,Instagram posts,"January 24, 2023",false,0
Jill Terreri,“Fifty-one percent of our taxes are paid by 2% of New Yorkers.”,Eric Adams,"• January 24,",mostly-true,0
Ciara O'Rourke,Actor Isaac Kappy was murdered for exposing Hollywood pedophiles.,Facebook posts,"January 24, 2023",pants-fire,0
Tom Kertscher,"""New government-funded 'food pyramid' says Lucky Charms are healthier than steak.""",Instagram posts,"January 24, 2023",barely-true,0
Ciara O'Rourke,“NOAA makes it official… CO2 warming is a hoax.”,Viral image,"January 24, 2023",false,0
Ciara O'Rourke,Historic photos are evidence these celebrities were cloned.,Viral image,"January 24, 2023",false,0
Louis Jacobson,"“Classified documents can never be taken out of a (sensitive compartmented information facility), ever.”",Brian Fitzpatrick,"January 24, 2023",half-true,0
Ciara O'Rourke,Damar Hamlin wasn’t at the Buffalo Bills' playoff game.,TikTok posts,"January 23, 2023",pants-fire,0
Ciara O'Rourke,Video proves Greta Thunberg is a crisis actor.,Instagram posts,"January 23, 2023",false,0
Andy Nguyen,"""Climate change is a naturally occurring phenomenon that can be tracked throughout prehistoric eras.""",Instagram posts,"January 23, 2023",false,0
Ciara O'Rourke,A video shows wreckage of the recent plane crash in Nepal.,Facebook posts,"January 23, 2023",false,0
Jeff Cercone,"""New York is bombed. At this moment, there are many injured.”",Instagram posts,"January 23, 2023",pants-fire,0
Tom Kertscher,“MRNA vaccines are being injected into our food supply.”,Facebook posts,"January 23, 2023",false,0
Samantha Putterman,Bill Gates tweeted that “vaccines in our food supply solves the problem of vaccine hesitancy.”,Instagram posts,"January 20, 2023",pants-fire,0
Ciara O'Rourke,The Federal Aviation Administration widened its electrocardiogram parameters for pilots because “a substantial number of airline pilots have had serious heart damage” from COVID-19 vaccines.,Instagram posts,"January 20, 2023",false,0
Jeff Cercone,Video shows hidden theater “where elites sacrifice kids.”,Instagram posts,"January 20, 2023",pants-fire,0
Yacob Reyes,"""Almost every study now has said with these new boosters, you're more likely to get infected with the bivalent booster.""",Ron DeSantis,"January 20, 2023",false,0
Samantha Putterman,Harvard Medical School students “learn how to care for LGBTQIA+ infants.”,TikTok posts,"January 20, 2023",false,0
Ciara O'Rourke,A video shows a real angel in the sky in Palestine.,Viral image,"January 20, 2023",false,0
Ciara O'Rourke,A video shows the deadly Jan. 15 plane crash in Nepal.,Facebook posts,"January 20, 2023",false,0
Ciara O'Rourke,CNN reported that Damar Hamlin’s doctor confirmed his cardiac arrest was caused by a COVID-19 vaccine booster.,Viral image,"January 19, 2023",false,0
Samantha Putterman,"Document shows that Hunter Biden paid Joe Biden $50,000 a month in rent.",Facebook posts,"January 19, 2023",false,0
Ciara O'Rourke,Greta Thunberg staged an arrest in Germany.,Viral image,"January 19, 2023",false,0
Gabrielle Settles,Joan Rivers was killed for revealing that Barack Obama is gay and Michelle Obama is transgender.,Instagram posts,"January 19, 2023",pants-fire,0
Nusaiba Mizan,"""Biden drained America's Strategic Petroleum Reserves to the lowest level since 1984.""",Morgan Luttrell,"January 19, 2023",true,1
Loreben Tuquero,"Joe Biden as vice president didn't ""have the right to declassify"" documents.",Donald Trump,"January 19, 2023",false,0
Samantha Putterman,"“More contraception availability increases abortion demand.""",Instagram posts,"January 18, 2023",false,0
Ciara O'Rourke,Walmart is giving some women $500 grocery store credit as part of a discrimination settlement.,Facebook posts,"January 18, 2023",false,0
Louis Jacobson,"“When the Republicans were in power the last time for eight years, do you know how much discretionary spending increased in those eight years? Zero.”",Kevin McCarthy,"January 18, 2023",half-true,0
Ciara O'Rourke,"The World Economic Forum hired “unvaccinated pilots” to fly people into Davos, Switzerland, for its annual meeting for safety reasons.",Bloggers,"January 18, 2023",false,0
Tom Kertscher,"""Social Security has nothing to do with the deficit or the national debt.""",Occupy Democrats,"January 18, 2023",barely-true,0
Madison Czopek,"“Americans who worked through the pandemic are being paid up to $26,000 by qualifying for the Employee Retention Credit.”",Facebook posts,"January 17, 2023",false,0
Sara Swann,“Every single Republican blocked Ketanji Brown Jackson’s SCOTUS appointment.”,Facebook posts,"January 17, 2023",false,0
Paul Specht,On supporting marriage rights for same-sex couples.,Thom Tillis,"January 17, 2023",half-flip,0
Ciara O'Rourke,Video shows Elon Musk talking about what “every failed leader” he met had in common.,Viral image,"January 17, 2023",false,0
Madison Czopek,“All ‘gender affirming care’ for children is 100% experimental. There are zero long term studies on the effects the drugs and surgeries will have on them.”,Instagram posts,"January 17, 2023",barely-true,0
Jill Terreri,"California has twice the population of New York, but spends $260 billion, while New York spends $220 billion.",William Barclay,"• January 13,",barely-true,0
Gabrielle Settles,"Magic Johnson tested positive for HIV ""because Fauci’s gain of function study used a contaminated Hepatitis B vaccine.""",Instagram posts,"January 13, 2023",pants-fire,0
Sara Swann,The cost of eggs has gone up 700%.,Facebook posts,"January 13, 2023",barely-true,0
Louis Jacobson,“Take-home pay for workers is going up.”,Joe Biden,"January 13, 2023",half-true,0
Madeline Heim,“Every pro-life Governor up for election in November won – by a large margin.”,Scott Walker,"January 13, 2023",mostly-true,0
Yacob Reyes,"""Florida's water is dirtier and sicker than when Gov. DeSantis first took office.""",Lindsay Cross,"January 13, 2023",half-true,0
Maria Ramirez,“The White House is now attempting to ban all gas ovens and burners.”,Sean Hannity,"• January 12,",false,0
Ciara O'Rourke,Video shows John F. Kennedy Jr. at Donald Trump’s presidential inauguration.,Viral image,"January 12, 2023",pants-fire,0
Ciara O'Rourke,Video shows Hillary Clinton being arrested.,Viral image,"January 12, 2023",pants-fire,0
Gabrielle Settles,“Lula's staff infiltrated and caused damage while the Brazilian Patriots cleaned up.”,Instagram posts,"January 12, 2023",pants-fire,0
Ciara O'Rourke,Coronavirus is a Latin word for “heart attack virus.”,Viral image,"January 12, 2023",false,0
Tom Kertscher,Cellphone data used to arrest the Idaho quadruple-murder suspect proves that criticism of the “2000 Mules” movie’s use of cell data is unfounded.,John Rich,"January 12, 2023",false,0
Jeff Cercone,The election in Brazil “was very clearly a rigged election.”,Tucker Carlson,"January 12, 2023",false,0
Louis Jacobson,A “default on our debt” would be unprecedented in American history.,Hakeem Jeffries,"January 11, 2023",mostly-true,0
Ciara O'Rourke,MMA fighter Victoria Lee died because of a COVID-19 vaccine.,Facebook posts,"January 11, 2023",false,0
Amy Sherman,"""Parents that go to school board meetings"" and question the curriculum are being ""flagged by the Department of Justice and the FBI for attending a meeting.""",Scott Perry,"January 10, 2023",false,0
Tom Kertscher,"COVID-19 vaccines ""provide zero benefit relative to risk for the young and healthy.""",Robert Malone,"January 10, 2023",false,0
D.L. Davis,"""Historically, our spring elections (including for state Supreme Court) have a smaller turnout associated with them.""",Melissa Agard,"January 10, 2023",true,1
Andy Nguyen,"Tom Hanks shouting ""sexy baby"" is connected to Jeffery Epstein and pedophilia.",Instagram posts,"January 9, 2023",pants-fire,0
Samantha Putterman,Photo shows a copycat ‘QAnon shaman’ at attack on Brazil’s capital.,Tweets,"January 9, 2023",false,0
Louis Jacobson,"As president, Donald Trump “marshaled the full power of government to stop deadly drugs, opioids, and fentanyl from coming into our country. As a result, drug overdose deaths declined nationwide for the first time in nearly 30 years.""",Donald Trump,"January 9, 2023",barely-true,0
Jill Terreri,"A $5,000 stimulus loan is available.",Facebook posts,"• January 6,",false,0
Gabrielle Settles,“Ray Epps confessed to Jan. 6 Committee he ‘orchestrated’ attack on Capitol”,Instagram posts,"January 6, 2023",barely-true,0
Gabrielle Settles,"Tee Higgins ""isn't even leaving the hospital till he knows (Damar) Hamlin is OK.""",Facebook posts,"January 6, 2023",false,0
Samantha Putterman,"""Pope Benedict XVI and the Vatican requested that President Biden not attend Benedict’s funeral.""",Newsmax,"January 6, 2023",false,0
Maria Ramirez,"Since a new immigration program was implemented, the number of Venezuelans trying to enter the U.S. illegally decreased “from about 1,100 per day to less than 250 per day on average.”",Joe Biden,"• January 6,",mostly-true,0
Laura Schulte,“Joe Biden left Marines behind in Afghanistan. And now he left a Marine behind in Russia.”,Tom Tiffany,"January 6, 2023",barely-true,0
Samantha Putterman,"There have been “1,598 athlete cardiac arrests since Jan 2021. 69% fatal.""",Liz Wheeler,"January 5, 2023",false,0
Warren Fiske,“Kevin Adams wants to ban abortion.”,Aaron Rouse,"January 5, 2023",barely-true,0
Madison Czopek,Buffalo Bills player Damar Hamlin’s collapse was caused by the COVID-19 vaccine.,Instagram posts,"January 4, 2023",false,0
Yacob Reyes,"After Joe Biden became vice president, at the behest of his father, he gave his uncle, Frank H. Biden, a Purple Heart for serving in the U.S. military during World War II.",Joe Biden,"December 20, 2022",false,0
Tom Kertscher,"Says he has been to “Afghanistan, Iraq and those areas” twice as president.",Joe Biden,"December 20, 2022",false,0
